Text File,Question,Answer
www.iiitd.ac.in_.txt,Name two Centres of Excellence at IIIT-Delhi.,Two Centres of Excellence at IIIT-Delhi are the Centre for Quantum Technologies and the Centre of Excellence in Healthcare.
www.iiitd.ac.in_academics_btech_btp.txt,What are the requirements for a student to start a B.Tech. Project (BTP) at IIIT-Delhi?,"A B.Tech. Project at IIIT-Delhi can be started any time after the 2nd year, must span at least over 2 regular consecutive semesters (Monsoon and Winter), and can span at most 3 consecutive semesters. It can be done for a total of 8 to 12 credits, with at most 8 credits taken in one semester. There is no CGPA requirement for doing a BTP, and not more than 1 BTP can be done during the entire B.Tech. tenure. The BTP must be supervised by one or more faculty members who should be regular or visiting faculty of the institute, and guided only by faculty members with Ph.D. Degrees."
www.iiitd.ac.in_academics_btech_btp.txt,How is the B.Tech. Project (BTP) evaluated and what is the process for final presentation at IIIT-Delhi?,"Each semester, students must register for a BTP course with the respective number of credits and have it approved by their advisor. The BTP advisors constitute the BTP evaluation committee at the beginning of the semester. At the end of the semester, students must submit their BTP thesis/report, which will be evaluated by a committee of three faculty members, including one or two advisors and two committee members who assign the final grade. Additionally, students must present their BTP in poster format to the advisor and evaluation committee members. Extensions for report submission may be granted if further work is needed for publication quality. A single BTP presentation is given a maximum of half an hour, while a joint BTP may be given a maximum of one hour, with both students required to present their work."
www.iiitd.ac.in_academics_btech_honors.txt,What are the requirements for a student to enroll in the Honors Program at IIIT-Delhi?,"To enroll in the Honors Program at IIIT-Delhi, a student must complete an additional 12 discipline credits beyond the standard program requirements, undertake a B.Tech. Project, and have a CGPA of 8.0 or more at the time of graduation. "
www.iiitd.ac.in_academics_btech_honors.txt,How is the Honors Program at IIIT-Delhi designed to cater to students?,"The Honors Program at IIIT-Delhi is designed to challenge brighter and more ambitious students by offering them an opportunity to pursue additional discipline credits and a B.Tech. Project, without burdening an average student."
www.iiitd.ac.in_careers_faculty.txt,"What are the eligibility criteria for tenure-track faculty positions at IIIT-Delhi, specifically for the Assistant Professor level?","For an Assistant Professor position at IIIT-Delhi, a candidate must have a PhD plus three years of experience. However, for PhDs from well-known universities or institutes (e.g., IITs, IISc, TIFR, ISI, or well-known research universities across the world), and with a good research/academic record, the three years experience requirement may be waived."
www.iiitd.ac.in_careers_faculty.txt,What benefits are provided to regular faculty at IIIT-Delhi?,"Regular faculty at IIIT-Delhi are provided with benefits including on-campus or leased accommodation, an initiation research grant, travel support, professional development fund, health insurance, LTC, contributions to a pension plan, and potentially extra personal pay. The pay scale for faculty is the same as in IITs."
www.iiitd.ac.in_facilities_dining.txt,What dining options are available at IIIT-Delhi and during what hours do they operate? ,"IIIT-Delhi offers several dining options including Brew Bakes, DOSA Inc., and a Mother Diary outlet. Brew Bakes, located at the ground floor of the old academic building, operates from 8.00 a.m to 8.00 p.m from Monday to Saturday, offering coffee, sandwiches, pizza, burgers, etc. DOSA Inc., located on the second floor of the student center building, specializes in various types of dosas, uttapams, and idlis. The Mother Diary outlet is situated at the ground floor of the Student Centre, providing milk and milk products, and operates from Monday to Saturday from 7.00 AM to 8.00 PM."
www.iiitd.ac.in_facilities_dining.txt,What are the mess timings at IIIT-Delhi?,"The mess services at IIIT-Delhi are available at the first and second floor of the student center, operating at the following times: Breakfast from 7.30 AM to 10.00 AM, Lunch from 12.30 PM to 2.30 PM, Evening snacks from 5.00 PM to 6.00 PM, and Dinner from 8.00 PM to 9.30 PM."
www.iiitd.ac.in_facilities_guesthouse.txt,What types of guest house accommodations are available at IIIT-Delhi and what are their rates including GST?,"IIIT-Delhi offers two types of guest house accommodations: Suite Rooms and Deluxe Rooms. There are 2 Suite Rooms available at a rate of Rs. 3200 plus 18% GST, and 14 Deluxe Rooms available at a rate of Rs. 2000 plus 18% GST. Additionally, extra bedding can be provided at a charge of Rs. 200 plus 18% GST."
www.iiitd.ac.in_facilities_guesthouse.txt,What are the meal rates at the IIIT-Delhi guest house?,"The meal rates at the IIIT-Delhi guest house are as follows: Breakfast at Rs. 100, Lunch at Rs. 150, and Dinner at Rs. 150."
www.iiitd.ac.in_facilities_medical.txt,What are the medical facilities available at IIIT-Delhi's Health Centre and their availability?,"IIIT-Delhi's Health Centre provides 24X7 medical facilities for faculty, staff, students in hostel, and day scholars. A Qualified Medical Practitioner (MBBS, M.S. in General Surgery) is available six days a week from Monday to Saturday from 2:00 p.m. to 4:00 p.m. A Qualified Resident Doctor (MBBS from King George’s Medical University Lucknow) is available from 9:00 a.m. to 1:00 p.m. and from 2:00 p.m. to 5:00 p.m., also available for night emergencies. Two qualified Female Nurses are present from Monday to Saturday, one from 09.00 a.m. to 5.30 p.m. and another from 10.00 p.m. to 06.00 a.m. Additionally, a Qualified Gynaecologist is available two days a week on Monday and Friday from 1:00 pm to 2:00 pm, and over-call during the pandemic."
www.iiitd.ac.in_facilities_medical.txt,How can one contact the IIIT-Delhi Health Centre in case of an emergency?,"In case of an emergency, the Health Centre at IIIT-Delhi can be contacted through the following emergency contact numbers: 7827103055 / 011-26907531. For specific inquiries, the Resident Doctor can be reached at admin-infirmary@iiitd.ac.in and mobile number 9520516485 or extension number 531. The Female Nurses can also be contacted at mobile number 7827103055 or extension number 531 and via email at admin-infirmary@iiitd.ac.in."
www.iiitd.ac.in_life_hostels.txt,What types of accommodations and facilities are available in IIIT-Delhi hostels?,"IIIT-Delhi provides four hostels for students: three for boys with 508, 416, and 454 beds respectively, and one for girls with 380 seats. Additionally, there are 22 accommodations available for married Ph.D. students. Each room is furnished with necessary furniture including a bed, table, chair, bookshelf, cupboard, etc. The hostels offer single and double occupancy air-conditioned rooms, with air conditioning provided during night time in peak summers and heating in peak winters. High-speed Internet connectivity, 4 guest rooms, and 24x7 access to certain study areas and medical facilities at the Infirmary are also available."
www.iiitd.ac.in_life_hostels.txt,How does IIIT-Delhi ensure the wellbeing and security of its hostel residents?,"For the wellbeing of its hostel residents, IIIT-Delhi has a common mess that operates during the semester and breaks, with compulsory mess facilities for all hostel residents and optional for day-scholars. There are also cafeterias, a Dining and Recreation Centre with facilities for extracurricular activities, and recreational facilities such as a music room, art room, table tennis, pool tables, and a gymnasium. A Hostel Committee comprising the Dean (Student Affairs) and elected student representatives oversees hostel affairs, including coordination with the Mess Committee for mess operations. An external security agency contracted for hostel security is monitored by the GM-Facility Management Services (FMS), ensuring residents' safety. The Mess Committee, formed from hostel and day scholar representatives, monitors the quality, taste, and hygiene of the food served in the mess."
www.iiitd.ac.in_placement_procedure.txt,What is the process for companies to participate in the campus placement process at IIIT-Delhi?,"Companies interested in participating in the campus placement process at IIIT-Delhi must follow these steps: - The Placement Office sends invitations to companies along with relevant information. - The Placement Office sends invitations to companies along with relevant information.
- Companies fill in a Job Announcement Form (JAF) with details of the job offer (pay package, location, allowances, other bonuses) and preferred dates for the campus visit.
- The filled JAF should be sent to the Placement Cell at rashmil@iiitd.ac.in.
- The Placement Office allocates dates for campus interviews based on the details provided by the companies, which then confirm the dates.
- On the allotted dates, companies conduct pre-placement talks, tests, and/or interviews according to their recruitment process and furnish the final list of selected students on the same day.
- The company provides offer letters to the Placement Office, not directly to the students."
www.iiitd.ac.in_placement_procedure.txt,What are the policies regarding job offers and student eligibility for campus placements at IIIT-Delhi?,"For campus placements at IIIT-Delhi:
- A job offer is considered final when a student's name appears on the final shortlist declared after the company's process through the Placement Cell.
- A student is out of the campus placement process if they get an offer from an A+ Category Company (CTC >= 12.5 Lacs per annum), but they are allowed to upgrade for an A+ Category company only.
- All registered students graduating from the institute are eligible to participate in placement activities, provided they meet the company's and placement policy's eligibility criteria.
- Acceptance of an offer from an A+ Category Company is deemed final, and the student is out of the campus placement process. Students have a declared period to inform the Cell of their decision on the offer, with official confirmations sent to companies by the end of March each year.
- Non-acceptance due to further studies requires the student to inform the placement cell along with the offer letter from the university by March end to avoid penalties."
www.iiitd.ac.in_sa.txt,"What are the main objectives behind the establishment of IIIT-Delhi, and where is its permanent campus located?","The main objectives behind the establishment of IIIT-Delhi, as per the Delhi Act of 2007, include facilitating and promoting studies, research, incubation, and extension work in Information Technology and its application domains, and achieving excellence in these and connected fields. The Government of NCT of Delhi allocated 25 acres of land for IIIT-Delhi's permanent campus, which is located behind the Phase III Okhla Industrial Estate, approximately 1 ½ km from the Okhla Railway Station, South Delhi."
www.iiitd.ac.in_sa.txt,What facilities and committees are available to IIIT-Delhi students for extracurricular activities and their overall well-being?,"IIIT-Delhi provides a wide range of facilities and committees for students' extracurricular activities and well-being. The Dining and Recreation Centre offers facilities like a music room, art room, table tennis, pool tables, and a gymnasium. There are cafeterias, an ATM facility, a stationery shop, and open spaces for students on the ground floor. The institute has 26 active student clubs along with sports and cultural committees to cater to students' interests beyond academics. For hostel residents, there are single and double occupancy air-conditioned rooms, 4 guest rooms, 24x7 medical cover with a Health Center in the girls' hostel, and a Hostel Committee comprising the Dean (Student Affairs) and elected student representatives to oversee hostel and mess operations."
www.tajmahal.gov.in_about-agra.aspx.txt,"What is the significance of the Taj Mahal's construction, and who was it built by?","The Taj Mahal is a symbol of love, built by Mughal Emperor Shah Jahan in memory of his beloved wife, Queen Mumtaz Mahal, who died giving birth to his child. Her last wish was for a tomb to be built in her memory that the world had never seen before. Constructed over 17 years with the help of 22,000 workers and 1,000 elephants, the Taj Mahal stands as an immortal poem in white marble, showcasing the exquisite beauty of Mughal architecture."
www.tajmahal.gov.in_about-agra.aspx.txt,"What is the Agra Fort known for, and which Mughal emperors were involved in its construction and transformation?","Agra Fort, made of massive red-sandstone, was initially built by Emperor Akbar in 1565 as a military structure and later transformed into a palace by his grandson Shah Jahan. The fort stands on the banks of the River Yamuna and features a semi-circular plan surrounded by a high fortification wall. Shah Jahan's transformation included the addition of luxurious palaces and the conversion of the fort into his gilded prison after his son Aurangzeb seized power. The fort houses several significant buildings, including Diwan-e-Khas, Shish Mahal, and Khas Mahal, showcasing the architectural brilliance of the Mughal era."
www.tajmahal.gov.in_about-mumtaz-mahal.aspx.txt,"What were the circumstances of Empress Mumtaz Mahal's death, and how did Emperor Shah Jahan respond to her passing?","Empress Mumtaz Mahal died in 1631 AD in Burhanpur, Madhya Pradesh, during the birth of their thirteenth child. She had been accompanying Shah Jahan on his military campaigns. Following her death, Shah Jahan was reportedly inconsolable and went into secluded mourning for a year, during which he gave up listening to music, wearing jewelry, or rich and colorful clothes, and using perfumes for two years. His grief was profound, with chroniclers noting his physical appearance significantly aged as a result. Mumtaz Mahal's body was initially buried in Burhanpur but was later transported to Agra, where the Taj Mahal, a magnificent monument to her memory, was built."
www.tajmahal.gov.in_about-mumtaz-mahal.aspx.txt,"How was Mumtaz Mahal's fortune distributed after her death, and what monumental project did Shah Jahan undertake in her memory?","After Mumtaz Mahal's death, her personal fortune, valued at 10,000,000 rupees, was divided by Shah Jahan between their daughter Jahanara Begum, who received half, and the rest of her surviving children. Shah Jahan devoted himself to the planning and design of a mausoleum and funerary garden in Agra to honor Mumtaz Mahal, which came to be known as the Taj Mahal. This project, symbolizing his love and homage to her, took more than 22 years to complete and stands today as the ultimate monument to love."
www.tajmahal.gov.in_creation-history-of-taj-mahal.aspx.txt,"What architectural styles and techniques were integrated into the design of the Taj Mahal, and how did these influences manifest in its construction?","The Taj Mahal incorporates an amalgamation of Indo-Islamic architectural styles, with significant influence from Hindu and Islamic traditions. This synthesis is evident in the vegetative tracery, inlay work, the lotus dome, and the finial, showcasing the blending of indigenous Hindu architecture with the predominant Islamic architecture of the era. The complex features intricate herringbone inlays, contrasting tiles in tessellation patterns, and exquisite lapidary work developed from Italian techniques. These elements, combined with the use of yellow marble, jasper, and jade for inlays, exemplify the finesse in art and architecture, highlighting the cultural and artistic integration of the period."
www.tajmahal.gov.in_creation-history-of-taj-mahal.aspx.txt,"Who were some of the key figures involved in the construction of the Taj Mahal, and what were their contributions?","The construction of the Taj Mahal was a monumental effort involving thousands of artisans, craftsmen, and laborers from across Northern India and beyond. Notable contributors included:

- Ismail Afandi (Ismail Khan) from the Ottoman Empire, who designed the main dome.
- Ustad Isa and Isa Muhammad Effendi of Persia, credited with a key role in the architectural design.
- Puru from Benarus, Persia, who was a supervising architect.
- Qazim Khan, a native of Lahore, who cast the solid gold finial.
- Chiranjilal, a lapidary from Delhi, the chief sculptor and mosaicist.
- Amanat Khan from Shiraz, Iran, the chief calligrapher.

These individuals, under the supervision of Emperor Shah Jahan, formed the creative unit responsible for the Taj Mahal's design and construction, bringing together diverse talents and specialties to create this iconic monument."
www.tajmahal.gov.in_light-and-sound-show.aspx.txt,"What is the Light and Sound Show at the Taj Mahal, and what does it offer to visitors?","The Light and Sound Show at the Taj Mahal is an event organized by UP Tourism that provides a visual and auditory insight into the history of the monument and its surrounding structures. The show highlights the exquisite buildings within the Fort, including Moti Masjid, Diwaan-e-Aam, Diwaan-e-Khaas, and Musamman Burj, where Emperor Shah Jahan was imprisoned. Other significant monuments like Jahangir’s Palace, Khaas Mahal, and Sheesh Mahal are also featured in the show, offering visitors a unique and engaging way to learn about the rich history of these architectural marvels."
www.tajmahal.gov.in_light-and-sound-show.aspx.txt,"When are the Light and Sound Show timings, and what are the ticket rates?","The Light and Sound Show is held every day at the Taj Mahal, with the Hindi show starting 30 minutes after sunset followed immediately by the English show. Ticket prices vary based on the visitor's category: Indian nationals are charged 70 Indian Rupees, foreigners 200 Indian Rupees, and students 40 Indian Rupees. This provides an accessible and informative experience for a wide range of visitors, allowing them to immerse themselves in the historical narrative of the Taj Mahal and its associated structures."
www.tajmahal.gov.in_nearby-attractions.aspx.txt,What are some of the key historical and architectural sites to visit near the Taj Mahal in Agra?,"Agra is rich in historical and architectural sites beyond the iconic Taj Mahal. Notable attractions include the Agra Fort (also known as Lal Qila or Red Fort of Agra), a UNESCO World Heritage Site that showcases the grandeur of Mughal architecture. Fatehpur Sikri, another UNESCO site, was once the capital of Mughal Emperor Akbar and is famed for its red sandstone buildings. Itimad-ud-Daula's Tomb, often referred to as the Baby Taj, is an exquisite marble structure that predates the Taj Mahal. Akbar's Tomb, an important architectural masterpiece, and Jama Masjid, a large mosque built by Shah Jahan, are also significant sites. Mehtab Bagh offers a splendid view of the Taj Mahal from across the Yamuna river, providing a serene setting to admire the monument."
www.tajmahal.gov.in_nearby-attractions.aspx.txt,What unique experiences and festivals can visitors enjoy in Agra besides exploring its architectural heritage?,"Besides its architectural marvels, Agra offers unique experiences and festivals. The Taj Mahotsav is a 10-day festival held annually in February, celebrating the arts, crafts, cultures, and cuisine of India, with performances by local and Bollywood artists. The Bateshwar Fair, held in honor of Lord Shiva, features a month-long celebration with a cattle and livestock fair. Ram Baraat, part of the re-enactment of Ramleela leading up to Dussehra, showcases a vibrant procession symbolizing the marriage of Lord Rama. The Kailash Fair honors Lord Shiva and attracts devotees to the Kailash temple. These events offer visitors a deep dive into the cultural and spiritual life of Agra, complementing the historical and architectural exploration."
www.tajmahal.gov.in_night-view.aspx.txt,"How can visitors experience the Taj Mahal at night, and what makes this experience unique?","Visitors can experience the Taj Mahal at night on five specific days each month: the night of the full moon, as well as two nights before and two nights after the full moon. This unique opportunity allows visitors to witness the monument's ethereal beauty under the moonlight, offering a different perspective from the daytime views. The night viewing is conducted in eight batches of a maximum of 50 people each, with each batch lasting for 30 minutes. This limited access ensures an intimate and serene viewing experience, making it a truly unmatched experience in the world, as highlighted by Rabindranath Tagore's description of the Taj Mahal as a ""tear-drop glistening spotlessly bright on the cheek of time."""
www.tajmahal.gov.in_night-view.aspx.txt,What are the requirements and ticket prices for the Taj Mahal's night viewing?,"For the night viewing of the Taj Mahal, tickets can be purchased online, and prices vary depending on the visitor's category. The ticket price for Indian adults is Rs. 510, for foreign adults Rs. 750, and for children aged 3-15 years (both Indian and foreigner) Rs. 500. Tourists are advised to arrive at Shilpgram (near the Eastern gate of the Taj Mahal) half an hour before their scheduled viewing time for security checks, and it is mandatory for everyone to carry an ID during the visit. Note that the night viewing of the Taj Mahal is closed on Fridays and during the month of Ramzan, emphasizing the exclusivity and planning required to partake in this exceptional experience."
www.tajmahal.gov.in_the-taj-exteriors.aspx.txt,"What are the key features of the Taj Mahal's exterior decoration, and how do they reflect the architectural synthesis of the monument?","The Taj Mahal's exterior decoration showcases a remarkable blend of Mughal and traditional Indian architecture, featuring elements such as the plinth with delicate relief carvings, the marble platform, and the iconic dome surmounted by a lotus motif. The monument's exterior also includes pishtaqs (monumental porches), minarets, the riverfront terrace, and the main finial. The pishtaqs introduce a two-storied design with intricate jalis (latticework), while the four minarets at the corners of the platform emphasize the monument's symmetrical design and were originally used to call the Islamic faithful to prayer. The dome, described as an onion dome due to its shape, is a central element that accentuates the height of the structure and is complemented by smaller domed chattris. The main finial, originally made of gold and later replaced with gilded bronze, incorporates both Persian and Hindu decorative elements, symbolizing the architectural and cultural integration inherent in the Taj Mahal's design."
www.tajmahal.gov.in_the-taj-exteriors.aspx.txt,How do the minarets and the main finial contribute to the overall symbolism and aesthetic of the Taj Mahal?,"The Taj Mahal's minarets play a critical role in enhancing the monument's aesthetic appeal and symbolic depth. Each more than 130 feet tall, these minarets were designed for symmetry and functionality, serving as traditional elements for the muezzin to call the faithful to prayer. The division of each minaret into three equal parts by working balconies, topped by chattris that mirror the tomb's design, adds to the architectural splendor. The minarets are positioned slightly outside the plinth to ensure that in the event of a collapse, they would fall away from the tomb, reflecting thoughtful engineering alongside aesthetic considerations. The main finial, which integrates traditional Persian and Hindu decorative elements, crowns the monument and underscores the Taj Mahal's synthesis of cultural symbols. Originally made of gold and later replaced with gilded bronze, the finial features a moon motif, pointing heavenward, embodying Islamic symbolism. However, its placement creates a trident shape, reminiscent of Hindu symbols of Shiva, thus encapsulating the blend of cultures and religions that characterizes the Taj Mahal. This combination of functional elegance and symbolic depth contributes significantly to the Taj Mahal's status as a masterpiece of world architecture."
www.tajmahal.gov.in_the-taj-interiors.aspx.txt,"What are the key features and elements of the interior decoration within the Taj Mahal, and how do they contribute to the monument's overall ambiance?","The interior decoration of the Taj Mahal is characterized by its magnificent and serene ambiance, highlighted by the meticulous detail in its design and the use of luxurious materials. Key features include the mausoleum (Rauza-i-Munauwara), the tomb chamber, the lower tomb chamber, the screen and the cenotaphs, and the ambulatory rooms, each contributing uniquely to the monument's ethereal beauty. The central tomb chamber, designed as a perfect octagon, embodies the climax of the architectural progression within the mausoleum, showcasing intricate inlaid geometric patterns on the floor and naturalistic decorations on the cenotaphs of Mumtaz Mahal and Shah Jahan. The use of jalis (lattice screens) allows for the play of light within the interior, enhancing the spiritual and contemplative atmosphere. The lower tomb chamber houses the actual graves of Mumtaz Mahal and Shah Jahan, decorated more simply but with meaningful Quranic inscriptions promising God's mercy and forgiveness. The overall interior decoration, with its emphasis on symmetry, naturalism, and a celestial theme, invokes a sense of eternal love and divine presence, making the Taj Mahal a true masterpiece of Mughal architecture."
www.tajmahal.gov.in_the-taj-interiors.aspx.txt,How does the design of the cenotaphs within the Taj Mahal reflect the monument's symbolic representation of eternal love and the afterlife?,"The design of the cenotaphs within the Taj Mahal deeply embodies the monument's symbolic representation of eternal love between Shah Jahan and Mumtaz Mahal, as well as the Islamic concept of the afterlife. The upper cenotaphs, placed within an intricately carved marble screen, are richly decorated with inlaid semi-precious stones forming spectacular floral patterns, and Quranic inscriptions that comfort the soul with the promise of Paradise. Mumtaz Mahal's cenotaph, positioned at the exact center of the tomb chamber, and Shah Jahan's cenotaph, added beside it, are aligned north-south with their heads to the north, facing towards Mecca, signifying their readiness for the Last Judgment. The cenotaph of Shah Jahan is distinguished by a pen case on its top, symbolizing his status as a male tomb. This intricate arrangement and decoration of the cenotaphs, combined with the use of light and geometry, not only reflect the monument's aesthetic appeal but also its deeper spiritual and thematic meanings, centering on themes of love, loss, and the hope for eternal union in the afterlife."
www.tajmahal.gov.in_visiting-hours.aspx.txt,"What are the visiting hours for the Taj Mahal, and are there any specific days when it is closed to the public?","The Taj Mahal opens 30 minutes before sunrise and closes 30 minutes before sunset during normal operating days. It is important to note that the Taj Mahal is closed on Fridays for general viewing. On other days, it is always open to visitors. This allows tourists to experience the beauty of the Taj Mahal at various times of the day, from the soft hues of dawn to the golden glow of sunset, except on Fridays when it takes a day of rest from public admiration."
www.tajmahal.gov.in_visiting-hours.aspx.txt,"What are the ticket prices for visiting the Taj Mahal, and are there any discounts available for online purchases?","The ticket prices for visiting the Taj Mahal vary depending on the visitor's category. For foreign tourists, the entry fee is Rs. 1100, with an additional Rs. 200 for those who wish to visit the main mausoleum. Citizens of SAARC and BIMSTEC countries are charged Rs. 540, plus Rs. 200 for the main mausoleum. Domestic/Indian/OCI cardholders have an entry fee of Rs. 50, with an additional Rs. 200 for the main mausoleum. It's noteworthy that tourists who buy tickets online receive a discount of Rs. 5 per Indian ticket and Rs. 50 per foreigner ticket. Furthermore, children below the age of 15 years, both domestic and foreigner, can enter free of charge. The additional charge of Rs. 200 for visiting the main mausoleum is optional and offers visitors the choice to explore the inner sanctum of this architectural masterpiece."
